# -*- coding: UTF-8 -*-
subject_id,Block,Length,Response Time,Does Appear,Correct Answer
301,Second Block,4.0,920.0,True,True
301,Second Block,3.0,1093.0,True,True
301,Second Block,1.0,1476.0,True,True
301,Second Block,5.0,776.0,True,True
301,Second Block,1.0,781.0,False,True
301,Second Block,2.0,1273.0,True,True
301,Second Block,5.0,1214.0,False,True
301,Second Block,6.0,2428.0,False,True
301,Second Block,3.0,795.0,False,True
301,Second Block,6.0,925.0,True,True
301,Second Block,2.0,1785.0,False,True
105,Practice,1.0,1379.0,False,True
105,Practice,1.0,2157.0,True,False
105,Practice,3.0,865.0,True,True
105,Practice,2.0,937.0,True,True
105,Practice,6.0,922.0,True,True
105,Practice,2.0,830.0,False,True
105,Practice,4.0,1156.0,True,True
105,Practice,6.0,1149.0,False,True
105,Practice,5.0,1063.0,True,True
105,Practice,3.0,1167.0,False,True
105,Practice,5.0,944.0,False,True
105,Practice,4.0,700.0,False,True
105,First Block,1.0,1130.0,True,True
105,First Block,5.0,875.0,False,True
105,First Block,1.0,947.0,False,True
105,First Block,3.0,1047.0,True,True
105,First Block,5.0,1894.0,True,True
105,First Block,4.0,980.0,True,True
105,First Block,4.0,646.0,False,True
105,First Block,6.0,894.0,False,True
105,First Block,6.0,1201.0,True,True
105,First Block,3.0,1162.0,False,True
105,First Block,2.0,1022.0,True,True
105,First Block,2.0,776.0,False,True
105,First Block,6.0,1209.0,False,True
105,First Block,6.0,4632.0,True,False
105,First Block,2.0,822.0,False,True
105,First Block,1.0,1015.0,True,True
105,First Block,5.0,2065.0,True,True
105,First Block,3.0,1167.0,False,True
105,First Block,3.0,915.0,True,True
105,First Block,2.0,1274.0,True,True
105,First Block,1.0,1153.0,False,True
105,First Block,4.0,956.0,True,True
105,First Block,5.0,1030.0,False,True
105,First Block,4.0,1767.0,False,True
105,First Block,5.0,1431.0,True,True
105,First Block,4.0,920.0,True,True
105,First Block,2.0,830.0,False,True
105,First Block,2.0,3223.0,True,True
105,First Block,3.0,1815.0,False,True
105,First Block,4.0,1126.0,False,True
105,First Block,1.0,660.0,False,True
105,First Block,1.0,653.0,True,True
105,First Block,5.0,1420.0,False,True
105,First Block,3.0,948.0,True,True
105,First Block,6.0,991.0,True,True
105,First Block,6.0,1560.0,False,True
105,First Block,3.0,947.0,True,True
105,First Block,1.0,1000.0,False,True
105,First Block,2.0,970.0,False,True
105,First Block,1.0,822.0,True,True
105,First Block,5.0,1054.0,True,True
105,First Block,4.0,934.0,True,True
105,First Block,2.0,1291.0,True,True
105,First Block,4.0,816.0,False,True
105,First Block,6.0,1560.0,True,True
105,First Block,6.0,1127.0,False,True
105,First Block,3.0,1147.0,False,True
105,First Block,5.0,989.0,False,True
105,First Block,6.0,996.0,True,True
105,First Block,5.0,1110.0,True,True
105,First Block,2.0,845.0,False,True
105,First Block,5.0,748.0,False,True
105,First Block,6.0,0.0,False,False
105,First Block,4.0,996.0,True,True
105,First Block,3.0,711.0,False,True
105,First Block,4.0,859.0,False,True
105,First Block,1.0,716.0,True,True
105,First Block,3.0,930.0,True,True
105,First Block,1.0,1016.0,False,True
105,First Block,2.0,849.0,True,True
105,Second Block,4.0,833.0,True,True
105,Second Block,5.0,847.0,True,True
105,Second Block,1.0,929.0,False,True
105,Second Block,2.0,943.0,False,True
105,Second Block,6.0,1657.0,True,True
105,Second Block,2.0,777.0,True,True
105,Second Block,6.0,1136.0,False,True
105,Second Block,1.0,726.0,True,True
105,Second Block,3.0,980.0,True,True
105,Second Block,3.0,1406.0,False,True
105,Second Block,4.0,1287.0,False,True
105,Second Block,5.0,1052.0,False,True
105,Second Block,5.0,1010.0,True,True
105,Second Block,4.0,1211.0,False,True
105,Second Block,6.0,963.0,False,True
105,Second Block,2.0,895.0,True,True
105,Second Block,1.0,783.0,True,True
105,Second Block,4.0,921.0,True,True
105,Second Block,5.0,1084.0,False,True
105,Second Block,3.0,1091.0,False,True
105,Second Block,2.0,858.0,False,True
105,Second Block,3.0,1241.0,True,True
105,Second Block,1.0,626.0,False,True
105,Second Block,6.0,1042.0,True,True
105,Second Block,4.0,1042.0,True,True
105,Second Block,4.0,1346.0,False,True
105,Second Block,2.0,878.0,False,True
105,Second Block,2.0,742.0,True,True
105,Second Block,1.0,1171.0,False,True
105,Second Block,5.0,1660.0,False,True
105,Second Block,6.0,850.0,False,True
105,Second Block,6.0,1055.0,True,True
105,Second Block,3.0,815.0,False,True
105,Second Block,1.0,666.0,True,True
105,Second Block,5.0,904.0,True,True
105,Second Block,3.0,1559.0,True,True
105,Second Block,3.0,1474.0,False,True
105,Second Block,4.0,945.0,False,True
105,Second Block,3.0,1694.0,True,True
105,Second Block,2.0,723.0,True,True
105,Second Block,1.0,697.0,True,True
105,Second Block,5.0,870.0,False,True
105,Second Block,1.0,742.0,False,True
105,Second Block,4.0,938.0,True,True
105,Second Block,2.0,983.0,False,True
105,Second Block,6.0,1583.0,True,True
105,Second Block,5.0,1025.0,True,True
105,Second Block,6.0,1207.0,False,True
105,Second Block,6.0,1269.0,False,True
105,Second Block,4.0,843.0,True,True
105,Second Block,6.0,1025.0,True,True
105,Second Block,2.0,643.0,True,True
105,Second Block,3.0,787.0,True,True
105,Second Block,3.0,1214.0,False,True
105,Second Block,5.0,820.0,True,True
105,Second Block,1.0,774.0,True,True
105,Second Block,5.0,1056.0,False,True
105,Second Block,4.0,998.0,False,True
105,Second Block,2.0,1145.0,False,True
105,Second Block,1.0,719.0,False,True
314,Practice,6.0,1621.0,False,True
314,Practice,6.0,1337.0,True,True
314,Practice,5.0,1072.0,True,False
314,Practice,3.0,1140.0,False,True
314,Practice,2.0,1918.0,False,True
314,Practice,3.0,1423.0,True,True
314,Practice,1.0,2471.0,False,True
314,Practice,4.0,2087.0,False,True
314,Practice,5.0,1303.0,False,True
314,Practice,4.0,905.0,True,True
314,Practice,1.0,1398.0,True,True
314,Practice,2.0,959.0,True,True
314,First Block,1.0,842.0,False,True
314,First Block,6.0,1331.0,True,True
314,First Block,5.0,1001.0,True,True
314,First Block,2.0,1009.0,True,True
314,First Block,1.0,739.0,True,True
314,First Block,4.0,1139.0,False,True
314,First Block,3.0,1220.0,False,True
314,First Block,5.0,1232.0,False,True
314,First Block,2.0,2030.0,False,True
314,First Block,6.0,1152.0,False,True
314,First Block,4.0,1017.0,True,True
314,First Block,3.0,750.0,True,True
314,First Block,3.0,2127.0,True,True
314,First Block,1.0,642.0,False,True
314,First Block,6.0,2902.0,False,True
314,First Block,4.0,1861.0,True,False
314,First Block,5.0,0.0,True,False
314,First Block,2.0,907.0,True,True
314,First Block,3.0,1422.0,False,True
314,First Block,4.0,0.0,False,False
314,First Block,2.0,1023.0,False,True
314,First Block,1.0,1496.0,True,True
314,First Block,6.0,1223.0,True,True
314,First Block,5.0,1715.0,False,True
314,First Block,4.0,828.0,True,True
314,First Block,2.0,627.0,True,True
314,First Block,3.0,827.0,True,True
314,First Block,4.0,983.0,False,True
314,First Block,5.0,1156.0,True,True
314,First Block,2.0,3006.0,False,True
314,First Block,3.0,1684.0,False,True
314,First Block,5.0,1077.0,False,True
314,First Block,1.0,1620.0,False,True
314,First Block,6.0,2278.0,True,True
314,First Block,1.0,4442.0,True,False
314,First Block,6.0,1705.0,False,True
314,First Block,1.0,2150.0,False,True
314,First Block,3.0,1575.0,False,True
314,First Block,2.0,1225.0,False,True
314,First Block,4.0,2605.0,True,True
314,First Block,2.0,1203.0,True,True
314,First Block,5.0,920.0,False,True
314,First Block,6.0,1863.0,False,True
314,First Block,6.0,1657.0,True,True
314,First Block,4.0,1651.0,False,True
314,First Block,5.0,1286.0,True,True
314,First Block,1.0,715.0,True,True
314,First Block,3.0,1144.0,True,True
314,First Block,1.0,771.0,False,True
314,First Block,2.0,1046.0,False,True
314,First Block,6.0,1393.0,True,True
314,First Block,2.0,922.0,True,True
314,First Block,5.0,1602.0,False,True
314,First Block,3.0,889.0,True,True
314,First Block,1.0,966.0,True,True
314,First Block,3.0,1423.0,False,True
314,First Block,5.0,1603.0,True,True
314,First Block,4.0,1807.0,True,True
314,First Block,6.0,2691.0,False,True
314,First Block,4.0,1266.0,False,True
314,Second Block,3.0,618.0,True,True
314,Second Block,5.0,2447.0,False,False
314,Second Block,1.0,620.0,True,True
314,Second Block,2.0,828.0,False,True
314,Second Block,4.0,1698.0,True,True
314,Second Block,5.0,1220.0,True,True
314,Second Block,4.0,1273.0,False,True
314,Second Block,1.0,2206.0,False,True
314,Second Block,2.0,1231.0,True,True
314,Second Block,6.0,2898.0,False,True
314,Second Block,3.0,811.0,False,True
314,Second Block,6.0,1072.0,True,True
314,Second Block,2.0,1963.0,False,True
314,Second Block,6.0,1209.0,True,False
314,Second Block,1.0,634.0,False,True
314,Second Block,3.0,1007.0,True,True
314,Second Block,5.0,1691.0,True,True
314,Second Block,4.0,1974.0,False,True
314,Second Block,6.0,1889.0,False,True
314,Second Block,2.0,966.0,True,True
314,Second Block,3.0,1781.0,False,True
314,Second Block,1.0,1279.0,True,True
314,Second Block,5.0,1545.0,False,True
314,Second Block,4.0,2011.0,True,True
314,Second Block,1.0,659.0,True,True
314,Second Block,3.0,927.0,True,True
314,Second Block,5.0,1959.0,False,False
314,Second Block,5.0,1742.0,True,True
314,Second Block,1.0,696.0,False,True
314,Second Block,3.0,1180.0,False,True
314,Second Block,4.0,1091.0,False,True
314,Second Block,2.0,991.0,False,True
314,Second Block,2.0,1768.0,True,True
314,Second Block,6.0,2556.0,False,False
314,Second Block,6.0,1768.0,True,True
314,Second Block,4.0,1774.0,True,True
314,Second Block,6.0,3498.0,False,True
314,Second Block,4.0,1330.0,False,True
314,Second Block,6.0,1497.0,True,True
314,Second Block,3.0,3035.0,True,True
314,Second Block,2.0,1832.0,True,True
314,Second Block,3.0,741.0,False,True
314,Second Block,4.0,1750.0,True,True
314,Second Block,1.0,1672.0,False,True
314,Second Block,1.0,1212.0,True,True
314,Second Block,5.0,1265.0,True,True
314,Second Block,2.0,1454.0,False,True
314,Second Block,5.0,968.0,False,True
314,Second Block,1.0,1322.0,False,True
314,Second Block,4.0,955.0,True,True
314,Second Block,6.0,1215.0,False,True
314,Second Block,6.0,1091.0,True,True
314,Second Block,5.0,1187.0,True,False
314,Second Block,2.0,877.0,False,True
314,Second Block,3.0,945.0,True,True
314,Second Block,5.0,2144.0,False,True
314,Second Block,4.0,3024.0,False,True
314,Second Block,1.0,644.0,True,True
314,Second Block,3.0,1122.0,False,True
314,Second Block,2.0,1358.0,True,True
310,Practice,6.0,1926.0,False,True
310,Practice,5.0,1394.0,False,True
310,Practice,3.0,804.0,False,True
310,Practice,2.0,615.0,False,True
310,Practice,4.0,1135.0,False,True
310,Practice,1.0,782.0,True,True
310,Practice,2.0,681.0,True,True
310,Practice,6.0,1094.0,True,True
310,Practice,3.0,692.0,True,True
310,Practice,4.0,753.0,True,True
310,Practice,1.0,567.0,False,True
310,Practice,5.0,777.0,True,True
310,First Block,2.0,689.0,False,True
310,First Block,4.0,823.0,True,False
310,First Block,1.0,601.0,False,True
310,First Block,2.0,651.0,True,True
310,First Block,3.0,716.0,True,True
310,First Block,5.0,912.0,True,True
310,First Block,6.0,844.0,False,True
310,First Block,1.0,606.0,True,True
310,First Block,4.0,687.0,False,True
310,First Block,3.0,622.0,False,True
310,First Block,5.0,964.0,False,True
310,First Block,6.0,838.0,True,True
310,First Block,5.0,1012.0,True,True
310,First Block,5.0,789.0,False,True
310,First Block,1.0,577.0,True,True
310,First Block,4.0,628.0,False,True
310,First Block,1.0,526.0,False,True
310,First Block,3.0,525.0,False,True
310,First Block,2.0,601.0,True,True
310,First Block,2.0,522.0,False,True
310,First Block,6.0,1180.0,True,True
310,First Block,4.0,597.0,True,True
310,First Block,6.0,1104.0,False,True
310,First Block,3.0,1453.0,True,True
310,First Block,1.0,614.0,False,True
310,First Block,1.0,626.0,True,True
310,First Block,2.0,731.0,False,True
310,First Block,4.0,824.0,False,True
310,First Block,3.0,1016.0,True,True
310,First Block,6.0,816.0,False,True
310,First Block,4.0,816.0,True,True
310,First Block,6.0,936.0,True,True
310,First Block,2.0,701.0,True,True
310,First Block,5.0,1251.0,False,False
310,First Block,5.0,809.0,True,True
310,First Block,3.0,563.0,False,True
310,First Block,4.0,966.0,False,True
310,First Block,1.0,1387.0,True,False
310,First Block,2.0,845.0,True,True
310,First Block,6.0,1018.0,False,True
310,First Block,3.0,620.0,True,True
310,First Block,2.0,510.0,False,True
310,First Block,1.0,1461.0,False,True
310,First Block,5.0,858.0,False,True
310,First Block,4.0,618.0,True,True
310,First Block,6.0,937.0,True,False
310,First Block,3.0,1102.0,False,True
310,First Block,5.0,674.0,True,True
310,First Block,6.0,729.0,False,True
310,First Block,2.0,510.0,True,True
310,First Block,5.0,756.0,False,True
310,First Block,4.0,544.0,True,True
310,First Block,1.0,414.0,True,True
310,First Block,3.0,1153.0,True,True
310,First Block,6.0,866.0,True,True
310,First Block,3.0,690.0,False,True
310,First Block,1.0,528.0,False,True
310,First Block,2.0,671.0,False,True
310,First Block,5.0,1405.0,True,False
310,First Block,4.0,759.0,False,True
310,Second Block,2.0,1022.0,False,True
310,Second Block,6.0,1046.0,True,True
310,Second Block,3.0,629.0,False,True
310,Second Block,5.0,646.0,False,True
310,Second Block,4.0,646.0,False,True
310,Second Block,3.0,591.0,True,True
310,Second Block,1.0,531.0,True,True
310,Second Block,5.0,864.0,True,False
310,Second Block,4.0,1423.0,True,True
310,Second Block,1.0,456.0,False,True
310,Second Block,2.0,466.0,True,True
310,Second Block,6.0,656.0,False,True
310,Second Block,1.0,673.0,True,True
310,Second Block,3.0,545.0,True,True
310,Second Block,4.0,765.0,True,True
310,Second Block,1.0,458.0,False,True
310,Second Block,5.0,656.0,False,False
310,Second Block,3.0,720.0,False,True
310,Second Block,6.0,732.0,True,True
310,Second Block,2.0,553.0,False,True
310,Second Block,2.0,694.0,True,True
310,Second Block,6.0,730.0,False,True
310,Second Block,5.0,1230.0,True,True
310,Second Block,4.0,894.0,False,True
310,Second Block,3.0,755.0,False,True
310,Second Block,2.0,640.0,False,True
310,Second Block,6.0,1200.0,True,True
310,Second Block,4.0,641.0,False,True
310,Second Block,4.0,856.0,True,True
310,Second Block,2.0,448.0,True,True
310,Second Block,1.0,538.0,False,True
310,Second Block,3.0,1671.0,True,False
310,Second Block,5.0,707.0,True,True
310,Second Block,1.0,371.0,True,True
310,Second Block,6.0,796.0,False,True
310,Second Block,5.0,662.0,False,False
310,Second Block,5.0,661.0,False,True
310,Second Block,4.0,556.0,True,True
310,Second Block,5.0,583.0,True,True
310,Second Block,6.0,584.0,True,True
310,Second Block,3.0,450.0,True,True
310,Second Block,6.0,793.0,False,True
310,Second Block,3.0,699.0,False,True
310,Second Block,4.0,594.0,False,True
310,Second Block,1.0,541.0,False,True
310,Second Block,2.0,547.0,True,True
310,Second Block,1.0,593.0,True,True
310,Second Block,2.0,643.0,False,True
310,Second Block,5.0,611.0,False,True
310,Second Block,4.0,764.0,True,True
310,Second Block,1.0,392.0,True,True
310,Second Block,5.0,618.0,True,True
310,Second Block,3.0,482.0,True,True
310,Second Block,2.0,570.0,False,True
310,Second Block,3.0,1166.0,False,True
310,Second Block,6.0,728.0,False,True
310,Second Block,6.0,747.0,True,True
310,Second Block,4.0,774.0,False,False
310,Second Block,1.0,433.0,False,True
310,Second Block,2.0,546.0,True,True
217,Practice,2.0,0.0,False,False
217,Practice,5.0,1326.0,True,True
217,Practice,1.0,995.0,False,True
217,Practice,6.0,820.0,True,True
217,Practice,1.0,758.0,True,True
217,Practice,6.0,799.0,False,True
217,Practice,4.0,736.0,True,True
217,Practice,2.0,566.0,True,True
217,Practice,5.0,527.0,False,False
217,Practice,3.0,557.0,False,True
217,Practice,3.0,625.0,True,True
217,Practice,4.0,545.0,False,True
217,First Block,4.0,721.0,True,True
217,First Block,2.0,398.0,True,True
217,First Block,2.0,418.0,False,True
217,First Block,3.0,540.0,True,True
217,First Block,6.0,623.0,False,True
217,First Block,1.0,417.0,False,True
217,First Block,1.0,428.0,True,True
217,First Block,4.0,413.0,False,True
217,First Block,6.0,637.0,True,True
217,First Block,5.0,524.0,False,True
217,First Block,3.0,313.0,False,True
217,First Block,5.0,341.0,True,True
217,First Block,5.0,439.0,False,True
217,First Block,4.0,480.0,True,True
217,First Block,1.0,361.0,False,True
217,First Block,5.0,587.0,True,True
217,First Block,6.0,420.0,True,False
217,First Block,2.0,340.0,True,True
217,First Block,3.0,406.0,False,True
217,First Block,2.0,361.0,False,True
217,First Block,3.0,397.0,True,True
217,First Block,1.0,352.0,True,True
217,First Block,6.0,347.0,False,True
217,First Block,4.0,343.0,False,False
217,First Block,1.0,397.0,True,True
217,First Block,4.0,384.0,True,True
217,First Block,5.0,362.0,False,True
217,First Block,2.0,382.0,False,True
217,First Block,6.0,392.0,False,True
217,First Block,2.0,428.0,True,True
217,First Block,1.0,333.0,False,True
217,First Block,4.0,355.0,False,True
217,First Block,6.0,502.0,True,True
217,First Block,5.0,451.0,True,True
217,First Block,3.0,323.0,False,True
217,First Block,3.0,482.0,True,True
217,First Block,3.0,385.0,True,True
217,First Block,6.0,386.0,True,True
217,First Block,5.0,499.0,True,True
217,First Block,1.0,363.0,True,True
217,First Block,6.0,559.0,False,True
217,First Block,2.0,451.0,False,True
217,First Block,4.0,507.0,False,True
217,First Block,1.0,403.0,False,True
217,First Block,2.0,453.0,True,True
217,First Block,4.0,387.0,True,True
217,First Block,3.0,407.0,False,True
217,First Block,5.0,399.0,False,True
217,First Block,1.0,491.0,False,True
217,First Block,4.0,392.0,False,True
217,First Block,6.0,408.0,False,True
217,First Block,5.0,394.0,False,True
217,First Block,6.0,658.0,True,True
217,First Block,3.0,458.0,True,True
217,First Block,4.0,530.0,True,True
217,First Block,3.0,551.0,False,True
217,First Block,2.0,779.0,True,True
217,First Block,1.0,384.0,True,True
217,First Block,2.0,411.0,False,True
217,First Block,5.0,1076.0,True,True
217,Second Block,1.0,502.0,True,True
217,Second Block,2.0,349.0,False,True
217,Second Block,2.0,402.0,True,True
217,Second Block,5.0,507.0,True,True
217,Second Block,1.0,585.0,False,True
217,Second Block,3.0,404.0,False,True
217,Second Block,5.0,852.0,False,True
217,Second Block,4.0,356.0,False,True
217,Second Block,3.0,385.0,True,True
217,Second Block,4.0,411.0,True,False
217,Second Block,6.0,388.0,False,True
217,Second Block,6.0,693.0,True,True
217,Second Block,1.0,397.0,False,True
217,Second Block,4.0,359.0,True,True
217,Second Block,6.0,528.0,True,True
217,Second Block,2.0,494.0,True,False
217,Second Block,6.0,507.0,False,True
217,Second Block,1.0,355.0,True,True
217,Second Block,5.0,486.0,False,True
217,Second Block,5.0,539.0,True,False
217,Second Block,3.0,504.0,True,True
217,Second Block,3.0,405.0,False,True
217,Second Block,2.0,448.0,False,True
217,Second Block,4.0,513.0,False,True
217,Second Block,5.0,1164.0,False,True
217,Second Block,6.0,567.0,False,True
217,Second Block,5.0,640.0,True,True
217,Second Block,2.0,394.0,False,True
217,Second Block,3.0,581.0,True,True
217,Second Block,6.0,406.0,True,True
217,Second Block,4.0,376.0,False,True
217,Second Block,2.0,419.0,True,True
217,Second Block,1.0,446.0,False,True
217,Second Block,4.0,662.0,True,True
217,Second Block,1.0,391.0,True,True
217,Second Block,3.0,411.0,False,True
217,Second Block,4.0,556.0,False,True
217,Second Block,5.0,535.0,True,False
217,Second Block,2.0,748.0,True,True
217,Second Block,6.0,775.0,False,True
217,Second Block,1.0,363.0,True,True
217,Second Block,4.0,454.0,True,True
217,Second Block,1.0,495.0,False,True
217,Second Block,5.0,478.0,False,True
217,Second Block,3.0,453.0,False,True
217,Second Block,3.0,446.0,True,True
217,Second Block,2.0,519.0,False,True
217,Second Block,6.0,810.0,True,True
217,Second Block,1.0,349.0,False,True
217,Second Block,6.0,520.0,False,True
217,Second Block,1.0,550.0,True,True
217,Second Block,2.0,387.0,False,True
217,Second Block,4.0,470.0,False,True
217,Second Block,5.0,660.0,False,True
217,Second Block,3.0,684.0,True,True
217,Second Block,4.0,585.0,True,True
217,Second Block,6.0,673.0,True,True
217,Second Block,2.0,416.0,True,True
217,Second Block,5.0,520.0,True,True
217,Second Block,3.0,461.0,False,True
209,Practice,3.0,844.0,True,True
209,Practice,1.0,1381.0,False,True
209,Practice,2.0,601.0,True,True
209,Practice,5.0,667.0,True,True
209,Practice,5.0,576.0,False,True
209,Practice,3.0,636.0,False,True
209,Practice,2.0,428.0,False,True
209,Practice,4.0,550.0,True,False
209,Practice,4.0,578.0,False,True
209,Practice,1.0,382.0,True,True
209,Practice,6.0,488.0,True,True
209,Practice,6.0,604.0,False,True
209,First Block,5.0,412.0,True,True
209,First Block,4.0,534.0,False,True
209,First Block,3.0,387.0,True,True
209,First Block,6.0,403.0,False,True
209,First Block,2.0,438.0,False,True
209,First Block,2.0,441.0,True,True
209,First Block,6.0,528.0,True,False
209,First Block,1.0,407.0,True,True
209,First Block,1.0,323.0,False,True
209,First Block,5.0,551.0,False,True
209,First Block,4.0,410.0,True,True
209,First Block,3.0,436.0,False,True
209,First Block,1.0,366.0,False,True
209,First Block,6.0,488.0,False,True
209,First Block,3.0,560.0,False,True
209,First Block,1.0,356.0,True,False
209,First Block,4.0,503.0,True,True
209,First Block,6.0,643.0,True,True
209,First Block,3.0,468.0,True,True
209,First Block,4.0,499.0,False,True
209,First Block,2.0,529.0,False,True
209,First Block,2.0,655.0,True,True
209,First Block,5.0,631.0,False,True
209,First Block,5.0,1079.0,True,True
209,First Block,4.0,364.0,False,True
209,First Block,6.0,502.0,False,True
209,First Block,4.0,594.0,True,True
209,First Block,1.0,358.0,False,True
209,First Block,1.0,572.0,True,True
209,First Block,2.0,454.0,True,True
209,First Block,3.0,694.0,False,True
209,First Block,6.0,781.0,True,True
209,First Block,5.0,612.0,False,True
209,First Block,5.0,494.0,True,True
209,First Block,2.0,653.0,False,True
209,First Block,3.0,406.0,True,True
209,First Block,6.0,511.0,True,True
209,First Block,2.0,444.0,False,True
209,First Block,5.0,508.0,True,False
209,First Block,3.0,507.0,False,True
209,First Block,1.0,321.0,True,True
209,First Block,2.0,424.0,True,True
209,First Block,6.0,473.0,False,True
209,First Block,3.0,479.0,True,True
209,First Block,4.0,535.0,True,True
209,First Block,4.0,475.0,False,True
209,First Block,5.0,559.0,False,True
209,First Block,1.0,389.0,False,True
209,First Block,2.0,480.0,False,True
209,First Block,6.0,621.0,False,True
209,First Block,4.0,447.0,True,True
209,First Block,2.0,376.0,True,True
209,First Block,3.0,412.0,True,True
209,First Block,3.0,574.0,False,True
209,First Block,1.0,443.0,False,True
209,First Block,5.0,771.0,False,True
209,First Block,6.0,443.0,True,True
209,First Block,5.0,979.0,True,True
209,First Block,4.0,599.0,False,True
209,First Block,1.0,362.0,True,True
209,Second Block,5.0,485.0,True,True
209,Second Block,1.0,460.0,False,True
209,Second Block,5.0,442.0,False,True
209,Second Block,3.0,484.0,False,True
209,Second Block,2.0,507.0,False,True
209,Second Block,6.0,415.0,True,False
209,Second Block,4.0,489.0,False,True
209,Second Block,4.0,672.0,True,True
209,Second Block,2.0,528.0,True,True
